title,publishedAt,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
"Rap Việt 2024 Tập 5: Lộ diện những chiến binh cuối cùng khép lại vòng Chinh Phục","2024-10-20T14:00:06Z","Vie Channel ","Music","""vie channel|rapper|underground|the rapper|rapper việt|rap việt trở lại|suboi|justatee|big daddy|thái vg|rap việt full|rap việt tập 4|rap việt 2024|rap viet 2024|Rap Việt 2024|rap việt 2024 mới nhất|rap viet tap 5|rap việt 2024 tập 5|tập 5 rap việt 2024|tap 5 rap viet 2024|rap việt mới nhất|rap viet mua 4|thai vg|fhero|karik|team suboi|team karik|team big daddy|vòng chinh phục|rap việt mùa 4 tập 5|rap viet 4|CoolKid|Queen B|YP|MRZ|Billy100""","91.32","none","3692270","142647","4226","11000000","0.03977851023895869","5515741203","VN"
"这娘俩太坏了！竟然这样欺负爸爸 #funny #萌娃 #搞笑#cutebaby","2024-10-16T08:30:07Z","可爱小甜甜","People & Blogs","""可爱小甜甜|家庭搞笑视频|亲子互动|搞笑日常|创意挑战|家庭娱乐|父母子女|幽默生活|家庭趣事|日常娱乐|亲子游戏|家庭视频|乐趣分享|视频创作|家庭日常|家庭欢乐|儿童搞笑|家庭成员|欢乐时光|父母教育|娱乐视频|家庭活动|儿童成长|亲子内容|父母互动|幽默视频|家庭故事|亲子关系|父母指导|家庭生活""","0.33","none","13685409","89918","92","350000","0.006577077820619026","135422899","HK"
"A PÁO CÃI LÝ VỚI CÔNG AN GIAO THÔNG - 2 #shrots","2024-10-14T03:28:12Z","Phim Hài Mới - Bảo Bảo Film","Entertainment","""[none]""","1.0","none","6318512","46308","187","1300000","0.007358536313613079","661843730","VN"
"Vô tri thật #painting #vanphongpham #meohay","2024-10-19T11:37:50Z","Chờ một ngày nắng lên ","People & Blogs","""acrylic marker|trò vô tri|nghệ thuật marker|cách vẽ với acrylic marker|vẽ sáng tạo|mẹo dùng acrylic marker|nghệ thuật acrylic|sáng tạo với bút acrylic|hướng dẫn vẽ acrylic marker|bút vẽ marker|Chờ một ngày nắng lên|tô màu mắt|kỹ thuật tô màu mắt|tô màu mắt sáng tạo|tô màu mắt độc đáo|cách tô màu mắt đẹp|tutorial tô màu mắt|hướng dẫn tô màu mắt|màu mắt nghệ thuật|eyeshadow painting|tô màu mắt nước|tô màu mắt đậm|phong cách tô màu mắt|tips tô màu mắt""","0.27","none","1911722","27496","108","36600","0.014439337937210537","34499354","Unknown"
"Lỗi Cực Hay Trong Blox Fruit 🤯 #dauhudeptrai #bloxfruits","2024-10-20T12:08:21Z","Đậu Hủ Đẹp Trai","Gaming","""đậu hủ gaming|đậu hủ đẹp trai|đậu hủ đẹp xài|đậu hủ|đậu hủ chơi game|đậu hủ chơi blox fruit|blox fruits|vật phẩm mạnh nhất trong blox fruits|Hành Trình Đi Săn Leviathan Lấy Loại Võ Mạnh Nhất Blox Fruit|Săn leviathan|cách săn leviathan|loại võ mạnh nhất blox fruit|võ huyết quỷ thuật|dauhugaming|dauhudeptrai|dauhu|game|game blox fruits|game nhập vai""","0.58","none","1782971","46245","278","185000","0.02609296505663861","33289733","VN"
"WBG vs BLG (BO5) | CKTG 2024 - Bán Kết 1 | 26.10.2024","2024-10-26T15:15:14Z","LoL Esports VN","Entertainment","""[none]""","208.42","none","1944332","46020","102","720000","0.023721257480718315","266289109","Unknown"
"Hoàng Hôn | Đu Trend Tóc Mẹ Bạc Màu Mây Mà Lạ Lắm #Shorts","2024-10-19T11:26:13Z","Hoàng Hôn Official","Entertainment","""hoàng hôn|hoang hon|hoàng hôn official|hoàng hôn tiktok|tổng hợp tiktok|tổng hợp tik tok triệu view|tấu hài|tiktok|best of tiktok|tiktok 2024|tik tok|tiktok trend|tiktok việt nam|trào lưu tik tok|tổng hợp clip hài tik tok|clip hài tik tok|clip hài tiktok|hot tiktok|hot tiktoker|tổng hợp trend tiktok|tiktok nhiều view nhất|shorts|comedy|funny|trend tiktok|học sinh|Đu Trend Tóc Mẹ Bạc Màu Mây Mà Lạ Lắm""","0.32","none","3534141","51871","568","1600000","0.014837834710046939","1448246711","VN"
"Tạp hóa bất ổn p203(bánh tráng cay nhất hành tinh)#shorts","2024-10-17T10:00:27Z","Tạp Hóa Bất Ổn","People & Blogs","""Thủy mít|Tạp hóa bất ổn|Đồ ăn vặt tuổi thơ|Tạp hóa ăn vặt|Tạp hóa hài hước|Đồ ăn tuổi thơ|Tiktok|Video vui nhộn|Tạp hóa học sinh|Siêu thị đồ ăn|Giải trí|Hài hước|Vui nhộn|Bánh tráng cay|Đồ ăn siêu cay|Chân gà siêu ngon|Thuymit official|Thủy mít tạp hoá bất ổn|Thủy mít official tạp hoá""","0.98","none","3027035","45825","62","656000","0.015159058286408978","364148867","VN"
"Ủa phụ ngoại mà mẹ làm gì kì #tinnguyen #dienvientinnguyen","2024-10-21T07:33:26Z","Tín Nguyễn Official","Entertainment","""tín nguyễn official|tín nguyễn|tín nguyễn comedy|tiktoker tín nguyễn|diễn viên tín nguyễn|clip hài tín nguyễn|bé tín nguyễn|tin nguyen|dien vien tin nguyen|be tin nguyen|tín nguyễn shorts|shorts tín nguyễn|các bước làm nũng|hài hước|tín nguyễn làm nũng|tín nguyễn làm con nít|bé tín|tín nguyễn làm em bé|tín nguyễn giả làm em bé|ăn hiếp út tín|út tín|tín nguyễn funny|sống hết mình|tín nguyễn du lịch""","0.3","none","1139850","12938","28","2260000","0.011375180944861165","716942561","VN"
"hahahi - Giờ Thì Tình Đã Phai | Hà Hà Hí | #shorts","2024-10-27T10:00:48Z","Hà Hà Hí","Entertainment","""hà hà hí|ha ha hi|hà hà hí tiktok|tiktoker|hà hà hí hot tiktoker|hot tiktoker việt nam|tổng hợp tiktok|tổng hợp tik tok triệu view|tổng hợp tiktok hà hà hí|best of tiktok|tiktok 2024|tiktok trend|tiktok việt nam|trào lưu tik tok|tổng hợp clip hài tik tok|clip hài tik tok|tổng hợp trend tiktok|shorts|ha ha hi vlog|hà hà hí vlog|hà hà hí và chồng|hà hí hí|tiktok|mint vy|hà hà hí shorts|giờ thì tình đã phai|đứa con học sốt|bài kiểm tra 0 điểm""","0.28","none","1518302","15687","75","925000","0.010381333884826602","683185176","VN"
