title,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country,date,time
దీపావళి  రోజు కూడా  నా పరిస్థితి చూసారా  || ANJALIPAVAN || DIWALI | Celebration | Bigg Boss 8 Telugu,Itlu Mee Anjalipavan,Entertainment,"""Chandamama|Chandamama vlog|Anjali pavan|Itlu mee Anjali pavan|Chandamama videos|AnjaliPavan new video|Anjali pavan YouTube Channel|Chandamama Anjali pavan|AnjaliPavan|Anjali pavan channel|Anjali pavan vlogs|chandamama new video|chandamama new vlog|anjalipavan new videos|anjali pavan latest vlogs|anjali pavan channel|chandamama designer studio|bigg boss 8 telugu|diwali dress|Bigg Boss Diwali Dresses|Deepavali|celebrity|bigg boss telugu 8 promo|celebrations""",21,none,287040,3471,85,552000,0.012388517,230952995,IN,11/3/2024,7:23:20
Gautam Adani के पास इतनी दौलत कहां से आई? | Tycoons of India | Dr Vivek Bindra,Dr. Vivek Bindra: Motivational Speaker,Education,"""Gautam Adani|adani group|adani|गौतम अदानी|अदानी समूह|अदानी|dr vivek bindra|vivek bindra|विवेक बिंद्रा|motivation|adani power|adani ports|business strategy|adani case study by vivek bindra|adani total gas|adani case study in hindi|Gautam adani success story|gautam adani biography|entrepreneur|business|inspirational|ideas|fundamental|msme|history|bada business|motivational|education|Vivek Bindra latest video|tycoons of india|business tycoon|adani hindenburg""",44.37,none,335987,15547,1390,21200000,0.050409688,1971496171,IN,11/3/2024,2:30:06
Very Parivarik | Chhath Puja Special,The Viral Fever,Entertainment,"""the viral fever|tvf|tvf very parivarik|very parivarik new video|tvf very parivarik chhath special video|very parivarik diwali|diwali special video|diwali|chhath puja song|chhath puja|chhath puja ka gana|chhath puja 2024|family video|very parivarik new episode|tvf new video|chhath pooja|festive songs|festive season|very parivarik web series|very parivarik family special|saas bhau and chhath puja|tvf funny video|chhath celebration|tvf web series""",9.13,none,831838,27172,858,12700000,0.033696465,1798808415,IN,11/2/2024,6:24:26
புது வீட்ல தீபாவளி Celebrate பண்ண போறோம் ✨🎆 | தெறிக்க விட்ரோம் 🔥🧨| kannan bhagavathy,kannan bhagavathy,Entertainment,"""kannan bhagavathy channel|kannan bhagavathy vlogs|kannan bhagavathy youtube channel|kannan bhagavathy channel tamil|kannan bhagavathy akshaya|kannan bhagavathy youtube channel latest video|kannan bhagavathy vlog latest vlog|kannan bhagavathya channel tamil|kannan bhagavathy shopping|Kannan Bhagavathy|diwali shopping 2024|diwali saree|diwali special|diwali celebration|diwali special video|diwali seer|deepavali video|kannan bhagavathy diwali video""",19.6,none,304975,5431,224,1110000,0.018542503,520918940,IN,11/2/2024,10:30:19
Padamati Sandhyaragam | Ep - 672 | Preview | Nov 04 2024 | Zee Telugu,Zee Telugu,Entertainment,"""padamati sandhya ragam serial zee telugu|padamati sandhya ragam serial|zee telugu|zee telugu serials|sai kiran|Soundharya Reddy|preethi sharma|ramalakshmi|aadya|latest episode|telugu tv serial|telugu serials|best scene|trending serial|popular serial|top telugu serials|zee telugu serials today episode|online|watch|mobile|story|download|entertainment|zee5 telugu|village life|family drama|sandhya ragam serial|zee telugu trending serials""",1.35,none,600127,4927,70,16100000,0.008326571,13545305530,IN,11/4/2024,4:00:00
I Build My New Home | എന്റെ പുതിയ വീട് . In Water | M4 Tech |,M4 Tech,Entertainment,"""[none]""",17.92,none,562711,26351,1219,13400000,0.048994955,4560863564,IN,11/3/2024,4:21:48
Diwali Memories 💥,Gurubaai,People & Blogs,"""gurubaai|sarvs|plip plip|plip plip sarvs|plip plip gurubaai|plip plip roast|movie roast|movie reviews|diwali films|amaran roast|amaran review|bloody beggar|amaran songs|brother|siva karthikeyan|nelson|gv prakash|diwali|diwali memories|crackers""",19.17,none,103040,6871,185,222000,0.068478261,20109004,IN,11/3/2024,13:06:58
Bigg Boss Telugu 8 | Day 64 - Promo 2 | Fake Faces Spark Intense Nominations 🔥| Nagarjuna | Star Maa,Star Maa,People & Blogs,"""star maa|maa tv serials|maa tv serials promo|star maa serials promo|guppedantha manasu serial today episode|nuvvu nenu prema serial today episode|malli serial telugu today episode|guppedantha manasu serial today episode full video|telugu serial|new serial promo|new episode|maatv|best serial telugu""",1.47,none,1869040,35121,3507,11200000,0.020667294,15570143041,IN,11/4/2024,9:17:12
Badshah - Morni (Official Teaser) | Sharvi Yadav | Hiten,Badshah,Music,"""Morni|Morni Badshah|Sharvi Yadav|Morni Badshah and Sharvi|Sharvi Yadav Badshah|Morni by Badshah|Badshah Morni song|Morni Banke|Morni Banke song|Sharvi Yadav Morni Banke|Morni Baga Ma Bole|Morni baga me dole adhi raat ma|rajasthani morni song|morni teaser""",0.52,none,107754,9733,2628,7970000,0.114714999,2968058956,IN,11/4/2024,5:30:04
SIDEMEN AMONG US BUT THE WHOLE LOBBIES INFECTED,MoreSidemen,People & Blogs,"""sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw""",53.78,none,4513321,177442,6812,8970000,0.040824484,4810309451,GB,11/2/2024,17:45:02
"$10,000 If You Can Beat My Rock, Paper, Scissors Robot",Mark Rober,Science & Technology,"""[none]""",19.28,none,8251341,224435,11799,58900000,0.028629771,8254447661,US,11/2/2024,15:00:37
दीपावली विशेष लक्ष्मी जी की आरती | ॐ जय लक्ष्मी माता Om Jai Lakshmi Aarti 🪔| ANURADHA PAUDWAL🪔🪔,T-Series Bhakti Sagar,Music,"""pooja|devotional songs|bhakti bhajan|diwali special|deepawali pooja|happy diwali|deepawali new bhajan|lakshmi bhajan|goddess lakshmi|goddess laxmi|divine mother|dipawali|diwali songs|deepawali songs|deepawali bhajans|deepawali puja bhajan|diwali pooja bhajans|new latest diwali songs|t-series bhakti sagar|relgious music|lakshmi pujan deepwali|deewali|bhagwati|lakshmi|laxmi|chalisa|laxmi mata ki aarti|laxmi mata aarti|lakshmi ji ki aarti|jai mata di""",5.72,none,1669904,11358,519,71800000,0.007112385,36563289826,IN,10/31/2024,12:30:02
Thank You #Superstar Rajini Sir | Amaran | Kamal Haasan | Sivakarthikeyan | Rajkumar | Mahendran,Raaj Kamal Films International,People & Blogs,"""Ulaganayagan Tube|Kamal Haasan""",3.27,none,992045,35978,922,873000,0.037195893,460242523,IN,11/2/2024,10:02:30
పిల్లలు అడిగారని అప్పటికప్పుడు పిండి కలిపి మైసూర్ బోండా చేశాను ఎంతో ఇష్టంగా కడుపునిండా తిన్నారు,Welcome to aswini kitchen.,People & Blogs,"""[none]""",6.88,none,119219,1567,93,1100000,0.013923955,440524829,IN,11/3/2024,7:16:59
"IPL 2025 Retention: MS Dhoni, Rohit Sharma, Virat retained; Pant, Iyer released. Know Top Highlights",NewsBook,Sports,"""NewsBook|Shubhankar Mishra|Shubhankar Mishra Official News Channel|News Book Official|ipl|tataipl|viratkohli|rohitsharma""",11.43,none,2914771,102936,7394,1010000,0.03785203,405060472,IN,10/31/2024,14:28:18
Benz - Announcement Promo | Raghava Lawrence | Lokesh Kanakaraj | Bakkiyaraj Kannan | Sai Abhyankkar,Think Music India,Film & Animation,"""benz|raghava lawrence|lokesh kanakaraj|bakkiyaraj kannan|sai abhyankkar|benz announcement promo|benz tamil movie|benz movie tamil|raghava lawrence benz movie|benz new movie announcement promo|raghava lawrence benz tamil movie|raghava lawrence benz movie tamil|raghava lawrence new movie|sai abhyankkar benz movie announcement promo|benz movie|benz raghava lawrence movie|benz movie announcement promo|latest tamil movies 2024|benz movie announcement promo tamil""",1.93,none,1417010,90850,1222,18500000,0.064976253,16242581421,IN,11/5/2024,12:30:04
Matka Trailer | Varun Tej | Karuna Kumar | Meenakshi Choudhary | Nora Fatehi | GV Prakash Kumar,Aditya Music,Music,"""Aditya Music|Matka|Matka Movie|Matka trailer|Matka Movie Trailer|Matka Movie Songs|Varun tej|Konidela varun tej|Varun tej New Movie|Varun tej Movies|Varun tej Songs|Meenakshi chaudhary|Meenakshi chaudhary Songs|Nora Fatehi|Nora Fatehi Songs|Nora Fatehi Telugu Movies|GV Prakash Kumar Songs|Telugu Songs|Telugu New Songs|Latest Telugu Songs|Telugu Songs New|Telugu Top Songs|Telugu Video Songs|Telugu Trailers|New movie trailers|Telugu Popular Songs""",2.82,none,7506892,126080,1876,33400000,0.017045137,31518280349,IN,11/2/2024,6:36:53
ARCANE SEASON 2 COLLECTOR’S SET // Skin Reveal Trailer - VALORANT,VALORANT,Gaming,"""[none]""",1.3,none,863933,40133,1973,2580000,0.048737576,563411986,US,11/4/2024,16:36:23
Cummins kicks off the PAK Tour of AUS with a victory! | 1st ODI HIGHLIGHTS | #AUSvPAKOnStar,Star Sports,Sports,"""[none]""",12,none,978701,11142,324,8180000,0.011715529,3190595289,IN,11/4/2024,13:48:27
India vs Pakistan | Hong Kong Sixes | 2024 | Highlights,FanCode,Sports,"""HongKongSixes|CricketSixes|FanCode|CricketHighlights|HKSixes2024|RobinUthappa|StuartBinny|KedarJadhav|RaviBopara|DanChristian|ToddAstle|JamesPattinson|LiveCricket|CricketFans|CricketUpdates""",11.4,none,2331467,27371,1873,1680000,0.012543176,795972910,IN,11/1/2024,8:05:44
Diwali pe kisne kitne diye jalaye Diwali decoration & celebration,Dimple Malhan Vlogs,People & Blogs,"""Dimple malhan vlogs|Family vlogs|Triggered insaan|Wanderers hub|Fukra insaan|Fukra insaan live|Live insaan|Nischay malhan shorts""",20.13,none,2500273,105325,3501,4670000,0.043525647,1374667294,IN,11/1/2024,8:33:26
Malaysia மக்களே We are coming 🤩🥳 | Malaysia Virundhu | Ep - 01 | Vj Siddhu Vlogs,Vj Siddhu Vlogs,People & Blogs,"""Vj Siddhu Vlogs|Vj Siddhu Vlogs channel|Siddhu|Siddhu vlogs|Siddhu channel|Vj Siddhu channel|Siddhu latest videos|Vj Siddhu Vlogs latest|Vlogs|fun panrom vlogs|sidhu vlogs|siddhu vlogs|VJ Siddhu Malaysia series|Tamil travel vlog|exploring Malaysia|Tamil vlogger|lifestyle vlogs|travel series|Tamil YouTuber|Malaysia tourism|vj siddu|vj siddhu malaysia virundhu|vj siddhu malaysia series|vj siddhu virundhu|vj siddhu malaysia trip|vj siddhu malaysia""",13.48,none,1852609,137754,891,3560000,0.074837702,723993218,IN,11/3/2024,4:30:08
మా దీపావళి పండుగ || Vah Vyshnavi || Vyshnavi Vlogs || #deewali #deepawali #festival #celebration,Vah Vyshnavi,People & Blogs,"""devatha serial vaishnavi|devatha serial|vah vyshnavi|vah vaishnavi channel|vah vaishnavi youtube channel|vah vyshnavi home tour|vah vyshnavi latest videos|vyshnavi vlogs|vyshnavi latest vlogs|devatha serial vyshnavi|actress Vyshnavi home tour|Vyshnavi|Vyshnavi Vlogs|americaammai|sundarakanda|abhishekam""",28.03,none,146331,2770,91,690000,0.019551565,298842538,IN,11/3/2024,8:30:05
Yeh Rishta Kya Kehlata Hai Today Episode NEW PROMO | 4th November 2024 |,Telly Reporter,Entertainment,"""yeh rishta kya kehlata hai|yeh rishta kya kehlata hai full episode today|yeh rishta kya kehlata hai new promo|yrkkh full episode today promo|Yeh Rishta Kya Kehlata hain Full Episode Promo 2nd November 2024|star plus yeh rishta kya kehlata hai|yeh rishta kya kehlata hai today episode|yeh rishta kya kehlata hai 4th November 2024|yeh rishta kya kehlata hai today full episode|yeh rishta kya kehlata hai aaj ka full episode|yrkkh telly reporter|yrkkh full episode today""",1,none,1380696,15142,455,6120000,0.011296477,4652630882,IN,11/4/2024,0:41:53
"Suman Indori EP 64 Promo: Suman Ne Range Haathon Pakda Gulshan Aur Devika Ko, Teerth Ki Bachayi Jaan",Telly Tashan,Entertainment,"""telly tashan|telly updates|telly gossips|telly news in hindi|telly tashan news""",1,none,528169,6017,17,1710000,0.011424374,87951422,IN,11/5/2024,6:02:32
Squid Game: Season 2 | Official Teaser | Netflix,Netflix,Entertainment,"""2024|456|Childhood Games|Choi Seung-hyun|Coming Soon|Dec 26|Fandom|Gi-hun|Global Phenomenon|Jo Yu-ri|KContent|Kang Ae-sim|Kang Ha-neul|Lee Byung-hun|Lee Jung-jae|Netflix|News|Official Teaser|Park Sung-hoon|Pink Guards|Player 456 Front Man|Red Light Green Light|Season 2|Series|Squid Game|Squid Game 2|Squid Game Doll|Teaser|Teaser Trailer|Wi Ha-jun|Yang Dong-geun|Yim Si-wan|Young-hee""",1.88,none,15274653,448458,17326,29200000,0.030493917,8971613599,US,10/31/2024,19:00:05
Cricbuzz Chatter: #India whitewashed at home by #NewZealand - Harsha Bhogle & Dinesh Karthik react,Cricbuzz,Sports,"""IPL 2024|cricket|cricket news|ipl|cricket analysis|news|cricbuzz|cricbuzz videos|virat kohli|rohit sharma|ms dhoni""",38.77,none,182646,2676,1180,2730000,0.021111878,802997918,IN,11/3/2024,11:00:06
Tera Ho Gaya | Darshan Raval | Out of Control,DarshanRavalDZ,Music,"""[none]""",2.7,none,157103,17845,1624,4140000,0.123925068,822103539,IN,11/4/2024,12:30:07
