title,channelTitle,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country,date,time
Hairdresser Reacts To Bleach Fails That Will Have You SOBBING,Brad Mondo,Entertainment,"""bradmondo|bradmondonyc|hairdresserreacts|hair fails bleach|how to bleach hair at home|bleach fail|hair fails|bleaching hair at home|at home|diy hair|how to|bleaching hair|gone wrong|box dye|broken hair|hairdresser|funny|edvasian|fail|highlights|funny fails|hair transformation|fall off|30 vol|bleaching hair fail|bleaching my hair|hair fail|video react|hair dye fail|how to color hair at home|Hairdresser Reacts To Bleach Fails That Will Have You SOBBING""",24.07,none,338163,22589,1052,8320000,0.069910073,1900764862,US,11/3/2024,19:15:07
Exploring the Town That Made Internet & Phone Service Illegal (100% Disconnected),Yes Theory,Entertainment,"""yestheory|seek discomfort|yes theory strangers|yes theory travel|yes theory subscribers|getting out of your comfort zone|Amazon FBA""",30.9,none,825343,35891,2479,9210000,0.046489762,1142980345,US,11/3/2024,17:00:26
Winter Shredathon Day 27 - Hamstrings With Short Hair,Sam Sulek,People & Blogs,"""[none]""",38.68,none,879123,36842,2569,3780000,0.044829904,226060243,US,11/3/2024,18:00:10
Can I Make Titanium Damascus? Part 3,Alec Steele,Entertainment,"""alec steele|alex steele|steel|alec|damascus|blacksmith|make|forge|anvil|mill|lathe|weld|tig|mig|engineering|blacksmithing|blade|bladesmithing|knife|knifemaking|sword|handmade|diy|craft|woodworking|forged in fire|axe|fabrication|art|making|how to|maker|lord of the rings|game of thrones|restoring|restoration|forging|dagger|replica|prop|grinding|bevel|bevels""",21.47,none,689879,42578,1897,2550000,0.064467827,511164689,GB,11/3/2024,19:53:21
Solo Winter Bushcraft Camping in Alaska,Outdoor Boys,Entertainment,"""Solo camping|camping|bushcraft|survival|Alaska|cold weather camping|cold weather survival|cold weather bushcraft|Camping Alaska|Alaska adventure|pack rafting|Floating river|winter camping|solo bushcraft|solo survival""",26.22,none,3736007,165108,0,10600000,0.044193707,1941097040,US,11/2/2024,11:00:42
I Met NewJeans!,JasonTheWeen IRL,Entertainment,"""jasontheweenie|jasontheween|stable ronaldo|plaqueboymax|faze|faze clan|amp|kai cenat|jasontheween vlog|newjeans|new jeans|new jeans jasontheween|newjeans jasontheween|jasontheween newjeans|jasontheween new jeans|jasontheween eta|eta|newjeans eta|new jeans eta|jason newjeans|meeting newjeans|i met newjeans|i met new jeans|new jeans bubble gum|new jeans how sweet|newjeans supernatural|super shy|eta jasontheween|newjeans vlog|hanni|hanni vlog|ditto""",34.1,none,370721,25348,1594,53600,0.072674599,1552235,US,11/3/2024,20:16:47
Coldest SIDEMEN Moments,SidemenReacts,Entertainment,"""Sidemen|Sidemen Reacts|SidemenReacts|ksi|jj olatunji|miniminter|w2s|tobi|vikkstar123|ethan|zerkaa|reacts""",9.37,none,560853,32936,380,5710000,0.059402375,3133989106,GB,11/5/2024,17:12:36
Chappell Roan - Pink Pony Club (Live On Saturday Night Live / 2024),ChappellRoanVEVO,Music,"""Chappell Roan|Pink Pony Club|SNL|Midwest Princess""",4.83,none,786370,60401,1974,5760,0.079320167,117599329,US,11/3/2024,7:11:04
SIDEMEN AMONG US BUT THE WHOLE LOBBIES INFECTED,MoreSidemen,People & Blogs,"""sidemen|moresidemen|miniminter|ksi|zerkaa|behzinga|tbjzl|vikkstar|wroetoshaw""",53.78,none,4509958,177373,6810,8970000,0.040839183,4810309451,GB,11/2/2024,17:45:02
My Roblox account was hacked.,Flamingo,Gaming,"""Family|friendly""",10.85,none,1232455,76305,9447,13000000,0.0695782,11351946369,US,11/4/2024,3:19:25
SCARIEST Night of Our Lives!!😱,Nidal Wonder,Entertainment,"""nalish|nailish|salish and nidal|are salish and nidal best friends|dating|broke up|addi|did nidal and addi break up|knotts|knotts berry farm|best friends""",8.17,none,1714885,41171,2785,3240000,0.025632039,527567738,US,11/2/2024,14:30:06
Fortnite Chapter 2 Remix Official Trailer,Fortnite,Gaming,"""yt:cc=on|Snoop Dogg|D O Double G|Dogg House|Doggfather|Doggpound|Eminem|Slim Shady|Rap God|Berzerk|Mom’s Spaghetti|Spaghetti Grotto|Ice Spice|Rap Princess|Bronx|Baddie|In Ha Mood|Oh Shhh|Ice Isle|Juice|Juice WRLD|999|chapter 2|ch2|fortnite ch2|fortnite chapter 2|fortnite chapter two|chapter 2 remix|fortnite remix|remix|fortnite chapter 2 remix|chapter 2 og|fortnite trailer|fortnite cinematic|fortnite launch trailer|fortnite official trailer""",1.83,none,7088280,203933,20626,12700000,0.031680323,2868172453,US,11/1/2024,22:43:59
"Unc & Ocho RIP Ezekiel Elliott, Dak Prescott & lowly Dallas Cowboys after loss to Falcons | Nightcap",Nightcap,Sports,"""Nightcap|Shannon Sharpe|Ochocinco|Chad Johnson|Chad Ochocinco|Club Shay Shay|Nightcap Podcast|Shannon Sharpe Podcast|Ochocinco Podcast""",23.1,none,344527,7710,1316,1540000,0.026198237,450874060,US,11/4/2024,5:31:28
Digging Up a Mystery Egg That I Buried in My Giant Rainforest Vivarium,AntsCanada,Pets & Animals,"""ants|pets|terrarium|ant farm|antfarm|antscanada|animals|insects|exotic pets|myrmecology|science|education|ecosystem""",27.05,none,478948,25127,2147,6190000,0.056945639,750987383,CA,11/3/2024,12:01:07
England v Toa Samoa | 2nd International Test | Match Highlights,NRL - National Rugby League,Sports,"""Fox Sports|Games|Highlights|Matches|NRL|NRL 2023|NRL 23 highlights|NRL Full Match Replay|NRL Game Highlights|NRL Live|NRL Match Highlights|NRL Womens|NRL highlights|NRL pre-season|NRL trials|NRL23|NRLW|National Rugby League|Nine|Rugby|Rugby League|Rugby League Highlights|State of Origin|Telstra Premiership|Watch NRL|nrl 2023 highlights|nrl draw|nrl schedule|nrl trials|nrl women's highlights|rugby league highlights""",5.28,none,255680,2163,543,453000,0.010583542,359864166,AU,11/2/2024,16:41:18
I Tested Lego Cars!,Unspeakable Studios,People & Blogs,"""unspeakable|vlog|vlogs|unspeakablegaming|prank|comedy|challenge|laugh|funny|moments|craziest|pranks|crazy|no cursing|no swearing|how to|parody|troll|video|react|family friendly|funniest|adventure|trolling|unspeakable vlogs|real life|life|unspeakable real life|unspeakableplays|behind the scenes|bts|unspeakable behind the scenes|unspeakable bts""",14,none,726951,10043,541,3090000,0.014559441,649131178,US,11/3/2024,16:00:25
Dallas Cowboys vs. Atlanta Falcons Game Highlights | NFL 2024 Season Week 9,NFL,Sports,"""[none]""",13.67,none,1395412,14911,2925,13400000,0.012781888,10938454264,US,11/3/2024,21:21:40
Wild Life: Episode 3 - THE SNAIL.,Grian,Gaming,"""grian|life series|episode 1|wild life|3rd life|grian life series""",45.15,none,1086283,73309,4679,8630000,0.071793446,2531090252,GB,11/2/2024,15:00:08
FIRST DRIVE! TWIN TURBO V12 FERRARI SHAKEDOWN…,DailyDrivenExotics,Autos & Vehicles,"""[none]""",37.35,none,564889,52205,3626,4010000,0.098835346,1590039822,CA,11/4/2024,14:00:07
Club Penguin: Gone But Not Forgotten,Burback,People & Blogs,"""[none]""",36.85,none,811644,43233,2228,478000,0.05601101,20258819,US,11/2/2024,17:27:31
WIN $50 CASH IF YOU CAN FINISH THIS GIANT MEATBALL SUB IN CHICAGO! | BeardMeatsFood,BeardMeatsFood,People & Blogs,"""calorie challenge|mukbang|cheat day|cheat meal|man vs food|eating challenge|eating challenge uk|food challenge|matt stonie|beardmeatsfood|beard meats food|beard meets food|beard vs food|adam moran|british competitive eater|fitness|eating channel|eating show|10000 calorie challenge|10k|massive eating challenge|huge eating challenge|100000 calorie challenge|chicago|meatball challenge|Fontano's challenge|chicago food challenge|italian food challenge""",10.47,none,2575795,105946,4130,4520000,0.042734767,1450534685,GB,11/3/2024,19:00:33
Shannon Sharpe 🗣️ SAQUON BARKLEY HAD THE 'PLAY OF THE YEAR!' + Lions the BEST OVERALL? | First Take,NFL on ESPN,Sports,"""Stephen A. Smith|Shannon Sharpe|Dan Orlovsky|Molly Qerim|First Take|Philadelphia Eagles vs Jacksonville Jaguars|Saquon Barkley|Saquon Barkley backwards hurdle|Cowboys|Detroit Lions vs. Green Bay Packers|Lions|Stephen A.|Jared Goff|stephen a smith cowboys|cowboys stephen a smith|stephen a smith eagles|eagles stephen a smith|philadelphia eagles stephen a smith|stephen a smith philadelphia eagles|eagles stephen a.|stephen a.|stephen a. smith""",13.57,none,443491,6383,1274,555000,0.017265288,371917633,US,11/4/2024,16:12:55
ChupadaGhostf**kaween Sale!,Vivziepop,Film & Animation,"""Vivziepop|Zoophobia|helluva boss|helluvaboss|helluva boss merch|chupacadupra|ghostfuckers|ghostfuckers merch|chupacabras merch|halloween""",3.05,none,573146,43094,1702,10400000,0.078158096,1485246681,US,11/3/2024,18:40:01
Mutliple tornadoes hit Oklahoma on Sunday morning. What we know,KOCO 5 News,News & Politics,"""Oklahoma City""",6.05,none,184067,1734,0,158000,0.009420483,155349422,US,11/3/2024,15:02:01
Highlights: Rams Top Plays In Overtime Win vs. Seahawks | NFL Week 9,Los Angeles Rams,Sports,"""Los Angeles Rams|Los Angeles Rams vs. Seattle Seahawks|nfl33|nfl33-highlights|rams|la rams|los angeles rams|nfl week 9|rams vs seahawks|seattle seahawks|rams week 9|rams clips for edits|rams highlights|nfl highlights|nfl week 9 highlights|rams offense|rams defense|jaylen mccollough|jaylen mccollough rams|jaylen mccollough interception|cooper kupp|matthew stafford|matthew stafford highlights|demarcus robinson|braden fiske|jared verse|kamren kinchens""",5,none,50611,881,127,151000,0.019916619,71498107,US,11/4/2024,1:44:01
HIGHLIGHTS | ENGLAND V NEW ZEALAND | AUTUMN NATIONS SERIES 2024,Autumn Nations Series,Sports,"""[none]""",7.68,none,654802,5909,1694,85700,0.011611144,46700530,GB,11/2/2024,17:39:56
🚨 BARCA ATTACKS! 🚨 Barcelona vs. Espanyol | LALIGA Highlights | ESPN FC,ESPN FC,Sports,"""Barcelona|Barcelona vs. Espanyol|Espanyol|barcelona vs espanyol|fc barcelona|la liga|barça|espanyol|barcelona vs. espanyol|barcelona|futbol|laliga|fútbol|barcelona espanyol|raphinha|espanyol vs barcelona|barça vs espanyol|barca|liga|espn|espanyol barcelona|barcelona vs espanyol highlights|espanyol en vivo|dani olmo|barcelona fc|lewandowski|barcelona highlights|espn fc|fc soccer|soccer|espn fc soccer|soccer on espn|espn soccer|espnfc|fc espn""",9.92,none,431937,5900,477,4420000,0.014763727,4006990331,US,11/3/2024,18:06:10
Tom Brady breaks down the Lions' DOMINANT win over the Packers | NFL on FOX,NFL on FOX,Sports,"""lions|packers|nfl|tom brady|NFL|NFC|Football|fs1|fox sports|fox sports 1|sports|sports news|NFL on FOX|trade rumors|AFC|AFC South|AFC North|NFC South|NFC North|NFC West|NFC East|AFC West|AFC East|2024 NFL regular season|national football league|latest NFL news""",4.5,none,198376,4251,699,74700,0.024952615,125243832,US,11/4/2024,1:04:15
Minecraft Mob Battles: THE MOVIE,Joll and Conk,People & Blogs,"""[none]""",50.87,none,925107,25771,5273,462000,0.033557199,43567732,US,11/2/2024,17:36:20
Federal judge sides with Iowa secretary of state over voter eligibility dispute,KCCI,News & Politics,"""Des Moines|Federal judge sides with Iowa secretary of state over voter eligibility dispute""",1.27,none,58822,1241,0,126000,0.021097549,155381535,US,11/4/2024,4:53:09
The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet,"WKBW TV | Buffalo, NY",News & Politics,"""The man who took in orphaned Peanut the squirrel says it’s 'surreal' officials euthanized his pet""",2.12,none,46409,1433,738,105000,0.046779719,79895147,US,11/4/2024,23:44:10
SEC Shorts - Top SEC teams go to detention,SEC Shorts,Comedy,"""[none]""",5.12,none,425886,17517,1614,292000,0.044920472,91991341,US,11/4/2024,14:00:23
I Got a Pet Alien (kinda),TerraGreen,Pets & Animals,"""terragreen|terra|green|terra green|pet|pet dinosaur|pet alien|I got a pet alien|terragreen pet|aquarium|terrarium|dr plants|weirdest pet""",11.33,none,1294787,21518,2174,685000,0.01829799,57223803,US,11/2/2024,12:00:27
The Snail .....🐌 | Ep. 3 | Wild Life,LDShadowLady,Gaming,"""ldshadowlady|minecraft|mini game|girl gamer|pink hair|funny|walkthrough""",23.37,none,637033,43276,2671,7240000,0.072126562,3489512947,GB,11/2/2024,15:15:01
"Cosy Day With Mark, Horror Mazes & Halloween Night | ad",Zoe Sugg,People & Blogs,"""Zoe Sugg|vlog|Zoella|makeup|grwm|get ready with me|cosmetics|Nala|pug|weekly vlog|daily|vlogging|motherhood|baby|one year old|brighton|haul|lifestyle|life|Alfie deyes|deyes|ottilie|ottie|vlogmas|two year old|toddler|daughter|garden|chatty|baking|family|halloween|tulleys|horror maze|trick or treat|decoration|decorate|movie night""",40.8,none,360446,14908,283,4960000,0.042145009,1075357064,GB,11/3/2024,19:27:25
No. 4 Ohio State Buckeyes vs. No. 3 Penn State Nittany Lions Highlights | FOX College Football,CFB ON FOX,Sports,"""cfb on fox|cfb|college football|fox college football|fs1|fox sports|Colorado Buffaloes|Deion Sanders""",14.93,none,704356,6387,1319,236000,0.01094049,136268279,US,11/2/2024,19:39:09
3 years at the Off Grid cabin in the woods,Bushradical,Howto & Style,"""off grid cabin|offgrid cabin|cabin|remote cabin""",41.42,none,272531,19597,960,1090000,0.075429951,135554129,US,11/2/2024,22:56:11
BABYMONSTER - ‘CLIK CLAK’ PERFORMANCE VIDEO,BABYMONSTER,People & Blogs,"""BABYMONSTER|베이비몬스터|베몬|BABYMON|BAEMON|하람|아현|루카|치키타|파리타|로라|아사|HARAM|AHYEON|RUKA|CHIQUITA|PHARITA|RORA|ASA""",2.98,none,15156883,539907,18053,7320000,0.036812318,2916580217,KR,11/3/2024,4:00:07
T1 vs BLG - Game 5 | Grand Final LoL Worlds 2024 | T1 vs Bilibili Gaming G5 full,EpicSkillshot - LoL VOD Library,Gaming,"""playoffs|finals|final|london|LoL|LCS|EU|NA|2024|paris|paris 2024|Worlds|World Championship|S14 Worlds|#worlds|esports|#esports|Season 14|S14|2024 Worlds|lol worlds 2024|lol worlds|lol esports vods|e-sports|lol esports|lolesports|league of legends|epicskillshot|game|play|match|pro|full game|HD|1080p|VOD|VODS|lol vods|worlds vods|T1 vs BLG|BLG vs T1|t1 blg|blg t1|Bilibili Gaming|BLG|Bin|Wei|Knight|Elk|ON|SK Telecom T1|T1|Faker|Oner|Khan|Gumayusi|Keria|Zeus""",42.28,none,667392,9536,1277,598000,0.016201872,622604407,US,11/2/2024,18:35:31
Why Musical IQ Soars After 30,Rick Beato,Music,"""rick beato|everything music|rick|beato|music|music theory|music production|education|Brain|Your Brain on music|Aging|Improvisation|John Williams|Bach|Mozart|Beethoven|Miles Davis|John Coltrane|Pat Metheny|The Beatles""",9.63,none,1458205,56060,13414,4580000,0.047643507,1043478479,US,11/2/2024,19:23:09
"HIGHLIGHTS | All Blacks v England | London, 2024",All Blacks,Sports,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union""",3.92,none,213369,2546,546,964000,0.014491327,406932880,NZ,11/2/2024,19:29:11
"Ninja Warrior: Youtubers Edition (ft KSI, Niko & more)",Deji,Entertainment,"""ksi|clips|ksiclips|ksi clips|shorts|youtube shorts|ksishorts|ksi shorts|jj olatunji|sidemen|ksi shorts channel|ksi clips channels|minimintershorts|miniminter shorts|miniminter shorts channel|w2sclips|w2s clips channel|w2s shorts channel|sidemen sunday|#sidemensunday|ishowspeed|live speedy|speedy boykins|total wipeout|wipeout|challenge|w2s|fall guys|fall guys irl|chin|playing|ninja|gaiden|face|funny|faces|warriors|ninja warrior|Deji""",44.77,none,1898196,83546,1889,12300000,0.045008524,4209422103,GB,11/2/2024,17:00:25
I Busted 27 Myths in Chapter 2 Remix!,Milo,Gaming,"""fortnite|fortnite myths|busting myths in fortnite|I Busted 30 TikTok Myths in Fortnite|milo|soar milo|I Busted 42 Myths in Fortnite|busting tiktok myths|i busted tiktok myths in fortnite|fortnite battle royale|busting fortnite myths|busting myths|busting every fortnite myth|new fortnite|xp map fortnite|xp glitch fortnite|chapter 2 remix|chapter 2 fortnite|remix update fortnite""",8.28,none,297837,5234,463,1460000,0.019127912,362394473,US,11/2/2024,21:23:21
"Dos Días - Tito Double P, Peso Pluma (Video Oficial)",Tito Double P,Music,"""tito pp|tito doble p|tito duble pp|peso pluma|peso pp|double p|doble pp|hassan|Double P Records|Double P|Incómodo|Incomodo|Tito incomodo|Dos Días|dos dias|2 dias|2 días|corridos|mexican music|musica mexicana|regional mexicano|bélicos|corridos belicos""",2.75,none,6142548,108105,2478,644000,0.01800279,801224088,MX,11/1/2024,1:00:08
Adopting a Chihuahua,Jonny Devaney,Entertainment,"""[none]""",1.35,none,956684,75932,807,2540000,0.080213529,1217030127,US,11/1/2024,13:49:40
Sword Master: Jerónimo | Hero Intro | Whiteout Survival,Whiteout Survival,Gaming,"""whiteout survival|survival|whiteout|hero|Jerónimo|snow|ice""",0.57,none,746185,11335,686,28600,0.016109946,2864050,US,10/12/2024,11:30:20
"""Barbering and Fashion: HoWStyle Infiuences Haircuts",Tha Lagend Official ,Howto & Style,"""[none]""",1.23,none,378646,24123,247,318000,0.064360907,103900963,US,11/1/2024,19:28:52
This Is What Happens When a Psychopath Chooses Chaos - Once Human,Let's Game It Out,Gaming,"""let's game it out|lets game it out|let game it out|let'sgameitout|letsgameitout|letgameitout|game it out|gameitout|lgio|josh let's game it out|let's game it out josh|lgio josh|josh lgio|let's game it out simulator|josh simulator|funny moments|once human|once human game|once human gameplay|once human the way of winter|the way of winter|once human update|once human game guide|let's game it out once human|this is what happens|psychopath chooses chaos""",28.02,none,1522070,66799,2226,5790000,0.045349425,1454805202,US,11/1/2024,19:00:03
"HIGHLIGHTS | All Blacks v Japan | Yokohama, 2024",All Blacks,Sports,"""All Blacks|New Zealand Rugby|Rugby|Rugby Union""",14.18,none,788603,7868,1167,964000,0.011456969,406932880,NZ,10/26/2024,8:38:08
MISS GRAND INTERNATIONAL 2024  GRAND FINAL,GrandTV,Entertainment,"""มิสแกรนด์|มิสแกรนด์ไทยแลนด์|miss grand thailand|miss grand|นางงาม|ประกวดนางงาม|ณวัฒน์|มิสแกรนด์ไทยแลนด์ 2023|มิสแกรนด์ไทยแลนด์ 2024|บ้านแกรนด์|Miss Grand International|mgt|GrandTV""",216,none,15947736,333556,7263,2060000,0.021370996,266831724,TH,10/25/2024,15:44:42
livin' like leah | halloween special with ppg :),Leah Kateb,People & Blogs,"""[none]""",15.25,none,309465,22938,1229,222000,0.078092838,1509519,US,11/2/2024,1:44:24
Skeleton Crew | Official Trailer | Disney+,Star Wars,Entertainment,"""star wars|skeleton crew|neel|disney+|star wars show|star wars kids|star wars kids show|pirates""",2,none,3409417,32694,5404,4110000,0.011174344,1552452519,US,11/1/2024,14:00:32
